regimenId,regimenName,treatmentLine,ageCategory,regimenAddTime
818,Other Regimen,Third Line,,9/28/22 2:14
819,TDF-3TC-DRV-RTV/ETV,Third Line,,9/28/22 14:16
820,ABC-3TC-DTG,,,10/4/22 7:25
821,ABC-3TC-DTG,,,10/4/22 7:27
822,ABC-3TC-DTG,,,10/4/22 7:27
823,ABC-3TC-DTG,,,10/4/22 7:27
824,ABC-3TC-DTG,,,10/4/22 7:27
825,TDF-3TC-DTG,,,10/4/22 9:54
826,TDF-3TC-DTG,,,10/4/22 9:54
827,TDF-3TC-ALP/v-RTV,Second Line,,10/10/22 7:00
828,TDF-3TC-ATV-RTV/r,Second Line,,10/10/22 7:39
829,TDF-STC-EFV,Second Line,,10/11/22 8:27
830,TDF-3TC-ATV/r,,,10/11/22 8:28
831,AZT-3TC-LPV,First Line,,10/11/22 12:47
832,TDF-3TC-NVP,,,10/11/22 15:17
833,AZT-3TC-LPV-RTV,First Line,,10/12/22 7:24
834,AZT-3TC-DTG,,,10/12/22 11:13
835,AZT+3TC+DTG,First Line,,10/12/22 11:24
836,DRV+RTV+EFV+TDF+3TC,Third Line,,10/12/22 11:26
837,TDF/ -3TC-3TC/ATV,Second Line,,10/12/22 12:21
838,...-...-TDF-3TC/ATV,Second Line,,10/12/22 13:05
839,AZT-3TC-LPV/r,,,10/12/22 14:07
840,AZT-3TC-LPV/r,,,10/13/22 6:26
841,ABC-ABC-3TC/LPV/r,First Line,,10/13/22 8:57
842,AZT-3TC-ATA/z,Second Line,,10/13/22 9:04
843,ETV/r-DRV-RTV,Third Line,,10/13/22 13:16
844,AZT-3TC-NIV,First Line,,10/16/22 13:56
845,AZT-3TC-LPV/r,,,10/17/22 10:40
846,ABC-3TC-DTG-LPV,Second Line,,10/18/22 10:16
847,AZT-3TC-LPV/r,,,10/19/22 6:04
848,3TC-ABC-LOPvr,Second Line,,10/19/22 11:02
849,TDF-3TC-DTG-RTV/DVR,Third Line,,10/19/22 12:34
850,ABC-3TC- DT/g,First Line,,10/19/22 15:18
851,3TC-TDF-DTG,,,10/19/22 17:51
852,ABC-3TC-LPV/r,,,10/19/22 23:51
853,TDF-3TC-ATV/r,,,10/20/22 5:02
854,3TC-TDF-DTG,First Line,,10/20/22 6:42
855,3TC-D4T-NVP,First Line,,10/20/22 7:35
856,ABC3t-3TC-NVP,First Line,,10/20/22 7:38
857,TDF-3TC-ATV/r,,,10/20/22 10:33
858,3TC-D4T-EFV,First Line,,10/20/22 11:24
859,TDF-3TC-DTG-TDF/3TC,Second Line,,10/21/22 6:42
860,TDF-3TC-DTG,,,10/21/22 6:46
861,TDF-3TC-DTG,,,10/21/22 6:47
862,TDF-3TC-DTG,,,10/21/22 6:47
863,AZT-3TC-NVP,Left Blank,,10/24/22 5:31
864,ABC-3TC-DTG-LPV/r,Third Line,,10/25/22 7:51
865,TDF-3TC-ATV/r,,,10/26/22 13:36
866,TDF-3TC-DRV/r-ETV,Third Line,,10/27/22 7:59
867,TLD-TDF-3TC-DGT,Second Line,,10/27/22 9:27
868,LPV-RTV-LPV-ABC/3TC,First Line,,10/28/22 9:57
869,LPV-RTV-LPV-ABC/3TC,First Line,,10/28/22 9:57
870,TDF-3TC-LPV-r,Second Line,,10/28/22 13:38
871,OOO-OOO-NVP-D4T/3TC,First Line,,11/2/22 6:45
872,OOO-OOO-NVP-AZT/3TC,First Line,,11/2/22 7:07
873,OOO-OOO-LPV/r-ABC/3TC,Second Line,,11/2/22 7:12
874,OOO-OOO-ATV/r-ABC/3TC,Second Line,,11/2/22 7:14
875,ABC-3TC-DTG,,,11/2/22 10:51
876,ABC-3TC-LPR-RTV,Second Line,,11/3/22 15:45
877,ABC-3TC-LPV/r,,,11/4/22 7:20
878,ABC-3TC-LPV/r,,,11/4/22 14:30
879,ABC-3TC-LPV/r,,,11/4/22 14:39
880,AZT-3TC-DTG,,,11/4/22 14:40
881,ABC/ -3TC-LPV/r,First Line,,11/4/22 15:27
882,TDF-3TC-NVP,,,11/5/22 11:41
883,TDF-3TC-DRV/r,First Line,,11/7/22 8:46
884,DDI-ABC-LPV/r,Second Line,,11/7/22 9:50
885,AZT-3TC-NVP,,,11/7/22 21:02
886,TDF-3TC-ETR,Third Line,,11/8/22 8:34
887,DTG-DRV-ETR-RTV,Third Line,,11/8/22 14:14
888,AZT-3TC-NEV,,,11/9/22 7:41
889,TDF-3TC-TDF-3TC/DTG,Second Line,,11/9/22 8:18
890,...-...-DTG-DRV/RTV,Third Line,,11/9/22 10:08
891,ABC-3TC-LPV/r,,,11/9/22 10:41
892,LPV-RTV-NIL-AZT/3TC,Second Line,,11/9/22 11:22
893,ABC-3TC-DTG,,,11/9/22 12:41
894,NIL-NIL-EFV-ABC/3TC,First Line,,11/10/22 6:45
895,ABC-3TC-ETV-DRV/RTV,Third Line,,11/10/22 11:03
896,000-OOO-EFV-TDF/3TC,First Line,,11/11/22 15:16
897,OOO-OOO-ATV/r-AZT/3TC,Second Line,,11/11/22 15:19
898,OOO-OOO-DTG-AZT/3TC,Second Line,,11/11/22 15:20
899,TLD-DTG-DRV-RTV,Third Line,,11/14/22 13:24
900,DTG-DRV-RTR,Second Line,,11/15/22 11:39
901,AZT+3TC+ATV/R,Left Blank,,11/17/22 6:16
902,DTG-3TC-AZT,Third Line,,11/18/22 9:20
903,DTG-3TC-TDF,Second Line,,11/18/22 9:50
904,AZT-3TC-EFV,,,11/20/22 8:56
905,AZT-3TC-DRV/r-RAL,Third Line,,11/21/22 13:42
906,TDF-3TC-NIV,First Line,,11/22/22 11:46
907,ABC-3TC-LPV/r,,,11/25/22 12:46
908,ABC-3TC-LPR/r,First Line,,11/26/22 8:43
909,AZT-3TC-DTG,,,11/29/22 11:23
910,AZT-3TC-DTG-DTG,Second Line,,11/29/22 12:02
911,--------ABC-3TC/EFV,First Line,,11/30/22 10:48
912,3TC-ABC-LOP/v,Second Line,,12/3/22 9:28
913,3TC-ABC-LOPvr,First Line,,12/4/22 8:12
914,3TC-ABC-DTG,First Line,,12/4/22 8:13
915,TDF-3TC-ATV/r,,,12/5/22 17:00
916,TDF-3TC-ATV/r,,,12/5/22 17:00
917,TDF-3TC-DTG,,,12/6/22 8:05
918,000-000-NVP-TDF/3TC,First Line,,12/7/22 8:54
919,TDF-----3TC-////LPV/r,First Line,,12/7/22 13:27
920,DTG-3TC-TDF,Third Line,,12/8/22 6:51
921,ABC-3TC-ATV/RTV,Second Line,,12/12/22 9:39
922,TDF-3TC-DTG/DRVrt,Third Line,,12/12/22 9:49
923,AZT-3TC-DTG-CXT,Second Line,,12/12/22 10:11
924,DTG-DTG-DRV/r,Third Line,,12/13/22 9:00
925,AZT-3TC-NVP,,,12/16/22 11:23
926,TDF-3TC-EFV,,,12/20/22 9:46
927,TDF-3TC-EFV,,,12/20/22 9:46
928,AZT/ -3TC-DTG,Second Line,,12/21/22 13:27
929,OTHers-ABC-3TC-LPV/r,Second Line,,12/26/22 7:26
930,ABC/ -3TC-EFVr ,,,1/4/23 12:59
931,ABC/ -3TC-LPVr ,First Line,,1/4/23 13:03
932,TDF-3TC-DTG-DTG/DRV/r,Third Line,,1/6/23 9:28
933,DTG-DTG-DRV-RTV,Third Line,,1/6/23 10:03
934,TDF-3TC-DTG-DTG/DRV/r,Second Line,,1/6/23 10:10
935,...-...-...,,,1/6/23 14:46
936,TDF/ -3TC-DTG,First Line,,1/7/23 7:32
937,ABC/t-3TC-LPV/r,First Line,,1/9/23 5:17
938,AZT-3TC-DTG,,,1/9/23 8:48
939,AZT-3TC-DTG,,,1/9/23 8:48
940,AZT-3TC-DTG,,,1/9/23 8:48
941,000-000-ATV/r-TDF/3TC,Second Line,,1/9/23 13:09
942,TDF-3TC-LPV/r,,,1/9/23 14:05
943,AZT-3TC-DTG,,,1/10/23 8:03
944,TDF-3TC-DTG-EFV,First Line,,1/10/23 8:07
945,AZT-3TC-RA;/l,Second Line,,1/12/23 9:47
946,AZT/ -3TC-DRV-RTV,Third Line,,1/12/23 12:10
947,ABC-3TC-LPV/r-DTG,Third Line,,1/13/23 7:51
948,TDF-3TC-LPV/r,,,1/16/23 8:02
949,ABC-3TC-DTG-DRV/RTV,,,1/16/23 12:41
950,ABC-3TC-DTG,,,1/16/23 14:34
951,ABC+3TC+DTG,First Line,,1/16/23 14:39
952,TDF-3TC-ETV/r,Third Line,,1/17/23 9:43
953,ACB-3TC-ATV/r,Second Line,,1/17/23 10:00
954,TDF-3TC-DTG-DARun,Third Line,,1/17/23 11:22
955,TDF/ -3TC-DTG/ ,,,1/18/23 4:20
956,AZT-AZT-LPV/r/3TC,First Line,,1/18/23 7:23
957,3TC-AZT-ATV/r,Second Line,,1/18/23 9:22
958,TDG-3TC-DTG-ETR,Third Line,,1/18/23 19:32
959,ABC-3TC-DTG,,,1/20/23 7:35
960,AZT-3TC-DTG,,,1/20/23 9:45
961,ETR-RTV-ATV-AZT/3TC,Second Line,,1/20/23 12:05
962,D4T-3TC-DTG,First Line,,1/23/23 14:16
963,AZT-DDI-LPV-RTV,First Line,,1/24/23 5:33
964,ATV-RTV-ATV-AZT/3TC,Second Line,,1/24/23 8:43
965,TDF-DTG-3TC/DRV/r,Third Line,,1/25/23 3:00
966,000-000-EFV-TDF/3TC,First Line,,1/27/23 11:02
967,TDF-3TC-LPV-RITon,Second Line,,1/28/23 11:44
968,ABC-3TC-LPV-RITon,Second Line,,1/28/23 11:45
969,AZT-3TC-NVP,,,1/31/23 7:04
970, AB/c-3TC-EFV,First Line,,2/1/23 9:34
971,TDF-FTC-LPV-RTV,Second Line,,2/1/23 9:49
972,AZT-3TC-ATV/r,,,2/1/23 10:51
973,TDF-3TC-DAR-RTV/r/DTG,Third Line,,2/2/23 11:07
974,ATV-RTV-NIL-ABC/3TC,Second Line,,2/2/23 14:27
975,TDF-3TC-EFV,,,2/6/23 9:31
976,TDF-3TC-ATV/RTV,Third Line,,2/8/23 12:11
977,DRV/r-ETV-DTG-TDF/3TC,Third Line,,2/12/23 13:24
978,ABC-3TC-LPV/r,,,2/12/23 19:06
979,AZT-3TC-LPV/r,,,2/13/23 7:10
980,AZT-3TC-LPV/r,,,2/13/23 7:18
981,AZT-3TC-NVP,,,2/14/23 9:22
982,AZT-3TC-RFV,First Line,,2/14/23 10:45
983,TDF-3TC-DTG-TDF/3TC,First Line,,2/14/23 10:54
984,TDF-3TC-DTG/-DRV/RTV,Third Line,,2/17/23 9:56
985,TDF-3TC-EFV,,,2/17/23 12:34
986,ANC-3TC-LPV-RTV,Second Line,,2/21/23 7:02
987,AZT-3TC-NVP,,,2/22/23 12:59
988,AZT-3TC-EFV,,,2/22/23 13:43
989,ETV-DTG-LPVlr,Third Line,,2/24/23 10:41
990,AZF-3TC-NVP,First Line,,2/27/23 13:10
991,AZT-3TC-DTG-DTG,First Line,,2/27/23 14:51
992,AZT-3TC-NVP,,,2/28/23 16:47
993,TDF-3TC-ATV-RTV,Third Line,,2/28/23 17:15
994,ABC/ -3TC-LVP/r,First Line,,3/1/23 8:10
995,ABC/3tc-3TC-DTG-LPV/r,First Line,,3/1/23 13:54
996,TDF-3TC-EFV-TDF,Second Line,,3/2/23 7:44
997,AZT-3TC-DTG,,,3/2/23 7:48
998,ABC-TDF-DTG,,,3/2/23 13:53
999,AZT-3TC-LPV/r,,,3/3/23 14:01
1000,TDF-3TC-EFV-TDF,First Line,,3/6/23 6:14
1001,TDF-3TC-DTG,,,3/6/23 9:24
1002,ABC-3TC-DTG,,,3/6/23 9:34
1003,TDF-3TC-DTG-DTG,Second Line,,3/7/23 7:55
1004,DTG-LPV-RTV,Second Line,,3/7/23 14:14
1005,DRV-RTV-ETV,Third Line,,3/8/23 10:24
1006,AZT-3TC-LPV/r,,,3/8/23 11:03
1007,TDF-3TC-DTG-DRV/ETV,Third Line,,3/9/23 6:18
1008,ABC-3TC-DTG-3TC/DTG,First Line,,3/13/23 11:56
1009,DRV-DTG--------/---,Third Line,,3/13/23 12:57
1010,ETR-DRV-RTV-RAL,Third Line,,3/13/23 13:39
1011,ABC-3TC-LPV-RTV/r,First Line,,3/14/23 10:07
1012,TDF-3TC-EFV,,,3/15/23 7:31
1013,ABC-3TC-EFV,,,3/15/23 9:22
1014,ABC-3TC-NVP,,,3/15/23 9:29
1015,TFF-3TC-DTG,Second Line,,3/15/23 10:39
1016,TDF-3TC-DTG,,,3/15/23 11:15
1017,TDF-3TC-DRV-RTV/ETR,Third Line,,3/15/23 13:00
1018,AZT/ -3TC-NVP,Second Line,,3/16/23 5:03
1019,AZT-3TC-ATV/r,,,3/16/23 5:04
1020,ABC-3TC-ATV-RIT,Second Line,,3/16/23 19:13
1021,AZT-3TC-ETR-DRV/RTV,Third Line,,3/21/23 5:09
1022,AZT-3TC-DTG-DRV,Third Line,,3/21/23 8:21
1023,AZT-AZT-3TC,First Line,,3/21/23 10:15
1024,ABC-3TC-DTG,,,3/21/23 11:05
1025,ABC-3TC-LPV/r/3TC,First Line,,3/21/23 19:41
1026,TDF-3TC-DTG-TDF,First Line,,3/21/23 19:45
1027,TDF-3TC-DTG-DTG/ /DRV/r,Third Line,,3/23/23 11:06
1028,AZT-3TC-ETV-DRV/RTV,Third Line,,3/24/23 7:36
1029,DTG-DTG-DTG,Second Line,,3/24/23 13:36
1030,DRV-RTV-TDF-3TC,Third Line,,3/25/23 12:17
1031,ABC-3TC-EFV,,,3/27/23 8:14
1032,ABC-3TC-LPV/r,,,3/27/23 8:20
1033,CBV-AZT-3TC-NVP,First Line,,3/27/23 10:45
1034,TDF-3TC-ATV-ATV/r,Second Line,,3/27/23 11:05
1035,TDF-3TC-EFV,,,3/27/23 11:17
1036,AZT-3TC-DTG,,,3/27/23 12:01
1037,AZT-3TC-ATV-/R.,Second Line,,3/28/23 6:28
1038,ABC-3TC-LPVr ,First Line,,3/28/23 7:55
1039,ABC-3TC-LPV/r,,,3/28/23 8:01
1040,TDF-3TC-ATV-/R.,Second Line,,3/28/23 8:46
1041,AZT-3TC-ATV-/R.,First Line,,3/28/23 8:57
1042,AZT-3TC-NVP-...,First Line,,3/28/23 9:24
1043,TDF-3TC-DTG,,,3/28/23 10:11
1044,ABC-3TC-EFV,,,3/28/23 10:31
1045,AZT-3TC-DTG,,,3/29/23 9:06
1046,ABC-3TC-DTG,,,3/29/23 9:46
1047,ABC-3TC-LOP/RVR,Second Line,,3/29/23 11:46
1048,DRV-RTV-ETR-TDF/3TC,Third Line,,3/29/23 13:57
1049,TDF-3TC-EFV,,,3/29/23 14:13
1050,AZT-3TC-NVP,,,3/31/23 5:55
1051,TDF-3TC-DTG-LPV/r,Third Line,,3/31/23 7:53
1052,AZT-3TC-DTG,,,4/3/23 7:56
1053,AZT-3TC-DTG,,,4/3/23 7:59
1054,ABC-3TC-LPV/r,,,4/3/23 12:50
1055,AZT-3TC-DRV/r-DTG,Third Line,,4/3/23 13:18
1056,ABC-3TC-DTG-LPV/RTR,First Line,,4/4/23 10:16
1057,TDF/ -3TC-DTG,Second Line,,4/6/23 11:22
1058,ABC-3TC-DTG,,,4/11/23 17:44
1059,ABC-3TC-DTG-DRV/r/ETR,Third Line,,4/12/23 8:48
1060,TDF-3TC-DRV-RTV,Second Line,,4/13/23 14:38
1061,AZT-3TC-NVP,,,4/14/23 13:54
1062,AZT-3TC-NVP,,,4/14/23 13:59
1063,TDF-3TC-DTG-DAR/RTV,Third Line,,4/18/23 13:34
1064,AZT-3TC-ATAza,Second Line,,4/20/23 11:35
1065,D4T-3TC-NPV,First Line,,4/21/23 8:38
1066,TLD-DRV-DTG,Third Line,,4/24/23 13:01
1067,TLD-DTG-DRV/r,Third Line,,4/24/23 13:04
1068,TLD-DTG-DRV/r-LEN,Third Line,,4/24/23 13:07
1069,ABC-3TC-LPV-LPV,Second Line,,4/24/23 14:51
1070,AZT-3TC-ATV/r,,,4/24/23 15:16
1071,AZT-3TC-DTG,,,4/25/23 10:54
1072,TDF-3TC-DTG,,,4/28/23 11:16
1073,ABC-3TC-LPV,,,5/2/23 9:31
1074,TDF-3TC-DAV-RTV,Third Line,,5/2/23 13:13
1075,ABC/ -3TC-LPV/r,,,5/2/23 13:23
1076,ABC/ -3TC-LPN/r,Second Line,,5/2/23 14:09
1077,ABC/ -3TC-NVP,,,5/2/23 14:13
1078,ABC-3TC-LPVlr,First Line,,5/3/23 11:00
1079,AZT-3TC-ATArl,Second Line,,5/3/23 11:59
1080,ABC-3TC-ATArl,Second Line,,5/3/23 12:01
1081,ABC-3TC-LPV/RIT,Second Line,,5/4/23 8:20
1082,TDF-3TC-DAR-RTV,Third Line,,5/8/23 10:42
1083,ETV-DTG-DRV/RTV,Third Line,,5/11/23 10:23
1084,ABC-3TC-DTG-...,Second Line,,5/12/23 12:14
1085,ABC-3TC-ATV/r-...,Second Line,,5/12/23 12:16
1086,TDF- TC-DTG-DRV/RTV,Third Line,,5/15/23 20:10
1087,AZT-3TC-ATV/r,,,5/16/23 7:19
1088,AZT-3TC-ATV/r,,,5/17/23 5:56
1089,DRV-RTV-DTG-ETV,Third Line,,5/17/23 14:12
1090,TDF-3TC-ATV-r-ETR,Third Line,,5/18/23 10:12
1091,AZT-3TC-ATV/r,,,5/24/23 13:32
1092,AZT-3TC-EFV/ ,First Line,,5/25/23 10:21
1093,TDF-3TC-DTG,,,5/25/23 10:51
1094,ABC-3TC-DRV-RTV,Third Line,,5/25/23 15:06
1095,ABC+3TC+ATV/r,First Line,,5/26/23 18:50
1096,Left Blank,,,5/26/23 18:50
1097,ABC-3TC-DTG-DRV//RTV,Third Line,,5/29/23 10:11
1098,EZT-3TC-ATV/r,Second Line,,5/30/23 12:40
1099,LEN-DRV-RTV,Third Line,,5/30/23 18:15
1100,EFV-3TC-AZT,First Line,,5/31/23 12:36
1101,TAF-3TC-DTG-DRV/r/ETR,Third Line,,6/2/23 17:49
1102,ABC-3TC-EFV,,,6/6/23 6:56
1103,AZT-3TC-DTG,,,6/6/23 7:02
1104,TDF/ -3TC-DRV-RTV,Third Line,,6/6/23 8:54
1105,TDF/ -3TC-DTG/ ,Third Line,,6/6/23 9:00
1106,TDF-3TC-EFV,,,6/6/23 13:03
1107,ABC-3TC-DRV-RTV,Second Line,,6/7/23 8:00
1108,TAF-3TC-DTG,Third Line,,6/8/23 12:04
1109,DRV-RTV-TDF-3TC/ETR,Third Line,,6/8/23 12:30
1110,TAF-3TC-DRV-RTV,Third Line,,6/10/23 12:06
1111,ABC-3TC-EFV,,,6/13/23 12:53
1112,ABC-3TC-LPV-RTV,,,6/13/23 13:02
1113,AZT-3TC-NVR,First Line,,6/14/23 17:29
1114,AZT-3TC-LPV/r,,,6/15/23 9:33
1115,AZT-3TC-DRV-RTV,First Line,,6/16/23 10:10
1116,OTHERS,First Line,,6/19/23 12:02
1117,TDF-3TC-DTG,,,6/20/23 11:44
1118,TDF-3TC-DTG,,,6/20/23 11:44
1119,TDF-3TC-DTG,,,6/20/23 11:45
1120,AZT-3TC-ATZav,Second Line,,6/21/23 11:03
1121,DRV-RTV-DTG,Second Line,,6/21/23 13:01
1122,ABC-3TC-NVP,,,6/26/23 6:45
1123,ABC-3TC-NVP,,,6/26/23 6:45
1124,TDF-3TC-DTG-DRV/rtv/DTG,Third Line,,7/3/23 13:08
1125,TDF-3TC-DTG-DVR/RTV,Third Line,,7/4/23 13:20
1126,ABC-3TC-LPV/r/LPV/r,First Line,,7/4/23 13:54
1127,ABC-3TC-LPV/r,,,7/4/23 14:00
1128,ABC-3TC-LPV/r,,,7/4/23 14:00
1129,TAF+3TC+DTG,First Line,,7/6/23 8:14
1130,DRV-RTV-ETR/v,Third Line,,7/9/23 10:36
1131,3TC-3TC-DTG,First Line,,7/9/23 10:52
1132,AZT-3TC-LPV/RITon,First Line,,7/10/23 12:22
1133,ABC-3TC-LPV/RITon,Second Line,,7/10/23 12:25
1134,TDF-3TC-DTG,,,7/10/23 13:56
1135,AZT-3TC-NVP,,,7/10/23 14:03
1136,ATZ-RTV-ATZ-TDF/3TC,Second Line,,7/11/23 6:07
1137,ABC/ -3TC-DTG-DRV/RTV,Second Line,,7/11/23 20:09
1138,D4T-3TC-NVP,,,7/12/23 13:18
1139,ABC-3TC-LPV/ -RTV,,,7/12/23 13:20
1140,ABC-3TC-LPV/ -RTV,,,7/12/23 13:21
1141,ABC-3TC-LPV/ -RTV,,,7/12/23 13:21
1142,ABC-3TC-LPV/ -RTV,,,7/12/23 13:22
1143,ABC-3TC-LPV/ -RTV,,,7/12/23 13:22
1144,ABC-3TC-LPV/ -RTV,,,7/12/23 13:23
1145,DRV-RTV-AZT-ETV,Third Line,,7/13/23 15:20
1146,ABC-3TC-L/R,First Line,,7/14/23 2:10
1147,ABC/-3TC-DTG,Second Line,,7/17/23 7:41
1148,TDF-3TC-DTG/ ,First Line,,7/18/23 8:27
1149,LPV-RTV-ETV-RTV,Third Line,,7/18/23 12:41
1150,ABC-3TC-LPV/r,,,7/20/23 8:36
1151,TDF-3TC-DTG,,,7/20/23 8:37
1152,TDF-3TC-DTG,,,7/24/23 5:24
1153,AZT/ -3TC-LPV/r,Second Line,,7/24/23 11:59
1154,ABC-3TC-LVP/r,First Line,,7/24/23 14:05
1155,ABC-3TC-DRV-RTV/ETV,Third Line,,7/24/23 15:59
1156,TDF/ -3TC-EFV/ ,First Line,,7/25/23 10:14
1157,TDF-3TC-ETR-DRV/r,Third Line,,7/25/23 14:50
1158,ABC-3TC-DTG,,,7/26/23 5:52
1159,TDF-3TC-DTG,,,7/26/23 10:31
1160,ABC-3TC-LOP-RTV,First Line,,7/26/23 11:00
1161,TDF-DRV-RTV,Second Line,,7/26/23 13:49
1162,AZT-3TC-3TC/LPV/r,Second Line,,7/27/23 8:24
1163,TDF-3TC-3TC/EFV,First Line,,7/27/23 8:51
1164,ABC-3TC-DTG,,,7/30/23 13:29
1165,ATV-RTV-DTG,Third Line,,7/31/23 13:05
1166,TDF-3TC-DTG-ERT/ /DRV/r,Third Line,,7/31/23 19:35
1167,TDF-3TC-DTG-ETR/DRV/r,,,7/31/23 19:55
1168,TDF-3TC-DTG-ETR/DRV/r,Third Line,,8/1/23 11:30
1169,TDF-3TC-DTG,,,8/1/23 12:54
1170,DRV-RTV-3TC-TDF,Third Line,,8/1/23 17:48
1171,ABC-3TC-DTG,,,8/2/23 8:11
1172,DRV+RTV+ETV+ABC/3TC,Third Line,,8/2/23 8:24
1173,AZT-   -3TC-NVP,First Line,,8/2/23 10:02
1174,TDF-3TC-DTG-DRV/RIT/o,Third Line,,8/2/23 10:15
1175,TDF-3TC-DTG-DRV/ /RTV,Third Line,,8/2/23 13:11
1176,AZT-3TC-ATV/r,,,8/3/23 6:26
1177,ABC-3TC-DTG,,,8/3/23 8:42
1178,ABC-3TC-DTG,,,8/3/23 8:42
1179,BAC-3TC-LPV-RTV,First Line,,8/3/23 10:05
1180,ABC-3TC-DRV/r-ETV,Third Line,,8/3/23 10:48
1181,ABC-3TC-DTG,,,8/3/23 14:10
1182,TDF-3TC-DRV,Second Line,,8/4/23 7:35
1183,TDF-3TC-DRV/r-LENac,Third Line,,8/4/23 9:16
1184,TDF-3TC-EFV,,,8/7/23 6:39
1185,DTF-3TC-NVP,First Line,,8/7/23 13:33
1186,AZT-3TC-DTG-ETR,Third Line,,8/8/23 7:57
1187,AZT-3TC-NVP,,,8/8/23 12:41
1188,AZT-3TC-DRV-RTV,Second Line,,8/8/23 14:25
1189,TDF-3TC-DTG,,,8/9/23 5:08
1190,TDF-3TC-ATV-RTV,First Line,,8/9/23 8:10
1191,TDF-3TC-LPV-RTV,First Line,,8/9/23 8:15
1192,TDF-3TC-DTG,,,8/9/23 8:22
1193,TDF-3TC-DTG,,,8/9/23 8:23
1194,TDF-3TC-DTG,,,8/9/23 9:54
1195,TDF-3TC-ATV-RTV/r,First Line,,8/10/23 11:35
1196,AZT-3TC-NVP,,,8/10/23 11:40
1197,ZT-3TC-NVP,First Line,,8/11/23 8:09
1198,ABC-3TC-ATV/r,,,8/12/23 6:47
1199,ABC-3TC-ATVir,,,8/12/23 6:59
1200,TDF-3TC-DTG,,,8/12/23 7:00
1201,ABC-3TC-ATVir,Second Line,,8/12/23 7:01
1202,AZT-3TC-ATV/RRR,Second Line,,8/17/23 11:27
1203,TDF/ -3TC-DTG/ ,Second Line,,8/18/23 6:39
1204,AZT-3TC-NVP,,,8/22/23 8:55
1205,AZT-3TC-DRV,Second Line,,8/22/23 8:58
1206,TDF-3TC-DTG,,,8/22/23 9:09
1207,ABC-3TC-DTG,,,8/22/23 10:25
1208,TDF-3TC-EFV,,,8/22/23 10:38
1209, AB/c-3TC- LPv/,First Line,,8/23/23 10:20
1210,OTHers-RTV-DRV-DTG/ETV,Third Line,,8/23/23 10:29
1211,OTHers-RTV-DRV-DTG/ETV,Third Line,,8/23/23 10:29
1212,...-RTV-DRV-DTG/etv,Third Line,,8/23/23 10:31
1213,ETV-RTV-DRV-DTG,Third Line,,8/24/23 13:45
1214,ABC-3TC-LVR/r,First Line,,8/28/23 5:38
1215,DTG-LPV-RTV,First Line,,8/28/23 6:19
1216,TDF-3TC-EFV,,,8/28/23 11:08
1217,TDF-3TC-EFV,,,8/28/23 11:08
1218,AZT-3TC-ATV/r,,,8/28/23 11:12
1219,AZT-3TC-ATV/r,,,8/28/23 11:12
1220,TDF-3TC-DTG,,,8/29/23 7:51
1221,TDF-3TC-DTG,,,8/29/23 7:52
1222,TDF-3TC-ATA/r,First Line,,8/30/23 8:17
1223,TDF-DTG-3TC/drv/r-RTV/r,Third Line,,8/30/23 8:27
1224,AZT-3TC-DRV/r,Second Line,,8/30/23 14:20
1225,NIL-NIL-LPV/r-ABC/3TC,First Line,,8/31/23 12:26
1226,TDF-3TC-DRV/RTV,Third Line,,8/31/23 13:49
1227,TDF/-3TC-DTG,Second Line,,9/1/23 12:32
1228,TDF/ -3TC-DTG-ATV/r,Second Line,,9/4/23 9:19
1229,AZT-3TC-DRV/ -RTV,Second Line,,9/5/23 5:53
1230,ABC-3TC-EFV,,,9/5/23 12:01
1231,DRV-RTV-TDF-3TC/ETV,Third Line,,9/5/23 15:53
1232,TDF-3TC-DTG-DTG,First Line,,9/6/23 6:17
