regimenId,regimenName,treatmentLine,ageCategory,regimenAddTime
1233,AZT-3TC-DRV-RTV/ETV,Second Line,,9/8/23 13:22
1234,3TC-EFV-LPV-RTV,Second Line,,9/12/23 12:46
1235,TDF-3TC-DTG-DRV/rtv/YES,Third Line,,9/14/23 5:40
1236,AZT/-3TC-EFV,First Line,,9/15/23 8:38
1237,AZT/-3TC-DTG,Second Line,,9/18/23 9:46
1238,TDF-3TC-DTG,,,9/18/23 13:31
1239,Other Regimen,,,9/18/23 18:02
1240,ABC-3TC-ATV/r,,,9/19/23 10:10
1241,AZT-3TC-DRV/r,,,9/19/23 11:09
1242,TDF-3TC-EFV,,,9/19/23 14:13
1243,TDF-3TC-ATV/r,,,9/20/23 7:59
1244,TDF-3TC-NVP,,,9/20/23 8:47
1245,AZT-3TC-DRV-RTV/ETV,Third Line,,9/21/23 5:43
1246,TLD-TLD-TLD-TLD/TLD,First Line,,9/21/23 9:21
1247,TDF-3TC-EFV,,,9/21/23 11:17
1248,AZT-3TC-ATV/r,,,9/21/23 11:49
1249,NIL-NIL-LPV/r-AZT/3TC,Second Line,,9/22/23 8:44
1250,AZT-3TC-DTG,,,9/26/23 7:04
1251,TDF-TDF-DTG/3TC,First Line,,9/26/23 9:45
1252,TDF-3TC-ETV-DRV/RTV,Second Line,,9/26/23 10:54
1253,TDF-3TC-EFV,,,9/26/23 15:10
1254,AZT-3TC-DTG,,,9/27/23 11:47
1255,TDF-3TC-ALL,First Line,,9/28/23 10:26
1256,TDF/ -3TC-DRV-RTV/ETR/v,Third Line,,9/28/23 11:39
1257,AZT-3TC-DRV/RTV,Second Line,,10/2/23 12:09
1258,NIL-NIL-DTG-TDF/3TC,First Line,,10/3/23 7:26
1259,TDF-3TC-EFV-   / /   / ,First Line,,10/3/23 13:59
1260,TDF-3TC-EFV,,,10/3/23 14:31
1261,DRV-RTV-3TC-AZT,Second Line,,10/4/23 6:50
1262,TDF-3TC-DTG,,,10/4/23 10:02
1263,TDF-3TC-DTG,,,10/8/23 8:01
1264,TDF-3TC-DTG-ETR,Third Line,,10/17/23 7:55
1265,TDF-3TC-DRV/ -RTV,Third Line,,10/17/23 13:04
1266,AZT-3TC-ATV/r,,,10/18/23 7:19
1267,3TC-DTG-DRV-RTV/3TC,Third Line,,10/19/23 11:17
1268,ABC-3TC-LPV/RPV,Second Line,,10/19/23 11:43
1269,ABC-3TC-LPV//RTV,Second Line,,10/19/23 11:44
1270,TDF-3TC-EFV,,,10/19/23 13:55
1271,TDF-3TC-DTG,,,10/24/23 9:42
1272,TDF-3TC-EFV,,,10/24/23 13:37
1273,ABC-3TC-DTG,,,10/25/23 8:46
1274,TDF-3TC-DRV-RTV,First Line,,10/25/23 9:18
1275,ABC-3TC-DTG-DRV/RTV/r,Third Line,,10/25/23 12:08
1276,AZT-3TC-NVP,,,10/26/23 6:43
1277,AZT-3TC-NVP,,,10/26/23 10:40
1278,AZT-3TC-NVP,,,10/27/23 4:57
1279,TLD-3TC-DTG,First Line,,10/27/23 6:41
1280,RTV-RTV-LPV-TDF/3TC,Second Line,,10/27/23 13:10
1281,TDF-3TC-LPV/r,,,10/27/23 13:12
1282,AZT-3TC-DRV-DRV/r,Third Line,,10/30/23 7:40
1283,TDF-3TC-DRV-RTV,,,10/30/23 13:31
1284,TDF-3TC-DTG-RTV,Second Line,,10/31/23 9:19
1285,ZDV-3TC-EFV,First Line,,10/31/23 9:53
1286, AZ/t-3TC-NVP,First Line,,10/31/23 11:54
1287,TDF-3TC-DTG,,,10/31/23 13:10
1288,TDF-3TC-DTG/DTG,First Line,,10/31/23 13:11
1289,TDF-3TC-DAR-RTV,Second Line,,10/31/23 13:32
1290,AZT-3TC-NVP/NVP,First Line,,11/1/23 7:18
1291,TDF-3TC-EFV,,,11/1/23 11:43
1292,TDF-3TC-DRV-DRV,Second Line,,11/2/23 4:41
1293,AZT-3TC-NVP,,,11/2/23 7:20
1294,AZT-3TC-LPV/r,,,11/2/23 7:51
1295,TDF-3TC-NVP,,,11/2/23 8:34
1296,TDF-3TC-DTG,,,11/2/23 8:35
1297,TDF-3TC-EVF,First Line,,11/2/23 8:51
1298,ABC-3TC-EFV,,,11/2/23 10:35
1299,TDF-3TC-DRV/ -RTV/ETR,Third Line,,11/2/23 13:55
1300,ABC/ -3TC-LOPv/,First Line,,11/2/23 17:36
1301,TDF-3TC-DTG,,,11/5/23 12:44
1302,TDF-3TC-EFV-EFV/EFV,First Line,,11/6/23 10:10
1303,OTHers-AZT-3TC-EFV,First Line,,11/6/23 10:25
1304,ABC-RTV-3TC-LPV,Second Line,,11/6/23 10:31
1305,ATV-RTV-TDF-3TC,Second Line,,11/6/23 10:33
1306,ABC-3TC-LPV-RIT,First Line,,11/6/23 12:04
1307,DRV-RTV-DTG-TDF/3TC,First Line,,11/7/23 0:04
1308,ABC-3TC-NVP/RTV,First Line,,11/7/23 7:46
1309,ABC-3TC-DTG,,,11/7/23 10:37
1310,TDF-3TC-ATV/r-ETV,Third Line,,11/7/23 12:35
1311,ABC-ABC-3TC-NVP,First Line,,11/8/23 7:55
1312,TDF-3TC-DTG,,,11/9/23 8:12
1313,TDF-3TC-DTG,,,11/9/23 8:15
1314,TDF-3TC-EFV,,,11/9/23 11:54
1315,TDF-3TC-DRV-DRV,Third Line,,11/9/23 16:37
1316,ABC-3TC-LPV/RIT,First Line,,11/10/23 10:38
1317,ABC-3TC-ATV-r,,,11/13/23 7:09
1318,TDF-3TC-DTC,First Line,,11/13/23 7:50
1319,ABC/ -3TC-LPV/r,Second Line,,11/14/23 8:04
1320,TENof-3TC-EFFer,,,11/14/23 11:20
1321,ABC-DTG-DTG,First Line,,11/14/23 11:55
1322,TENof-3TC-EFFer,,,11/14/23 12:07
1323,TDF-3TC-DTG,,,11/14/23 14:02
1324,AZT-3TC-LPV/r,,,11/14/23 14:38
1325,AZT-3TC-DTG,,,11/15/23 11:13
1326,ETR-ETR-ETR-DRV/RIT,Third Line,,11/16/23 5:20
1327,TDF-TDF-3TC-ATV/r,Second Line,,11/16/23 12:15
1328,TDF-3TC-DTG,,,11/17/23 6:18
1329,TDF/-3TC-ATV/r,Second Line,,11/17/23 13:10
1330,LEFt blank-ABC-3TC-ATV/r/RTV,Second Line,,11/17/23 13:42
1331,ABC-3TC-ATV/r-RTV,Second Line,,11/17/23 13:50
1332,ABC-DDI-LPV/r,Third Line,,11/17/23 13:53
1333,DRV-AZT-3TC-DTG,Second Line,,11/19/23 16:24
1334,ABC-3TC-EFV-EFV,First Line,,11/20/23 9:36
1335,000-OOO-DTG-TDF/3TC,First Line,,11/20/23 10:19
1336,000-000-ATV/r-TDF/3TC,,,11/20/23 13:20
1337,AZT3t-ABC-ABC3t,Second Line,,11/21/23 5:04
1338,ABC3t-3TC-DTG,First Line,,11/21/23 5:07
1339,ABC3t-3TC-DTG,Second Line,,11/21/23 5:11
1340,ABC3t-ABC-AZT3t,Second Line,,11/21/23 5:18
1341,AZT3t-ABC-ABC3t,First Line,,11/21/23 5:21
1342,DRV-RTV-ETV-AZT/3TC,Third Line,,11/21/23 12:42
1343,DTG-3TC-DTG-DRV/RTV,Third Line,,11/21/23 13:50
1344,TDF-3TC-DTG/ATV/r,Third Line,,11/21/23 16:31
1345,TDF-3TV-EFV,First Line,,11/22/23 6:12
1346,3TC-TDF-DTG-DRV/RTV,Third Line,,11/22/23 7:05
1347,AZT-AZT-3TC-DRV/RIT,Third Line,,11/22/23 14:19
1348,AZT-CTG-EFV,,,11/23/23 6:43
1349,D4T-3TC-NVP,,,11/23/23 7:42
1350,3TC-TDF-ATV-RTV,Second Line,,11/23/23 11:09
1351,TDF-3TC-DRV/ETR,Third Line,,11/23/23 12:47
1352,ABC-3TC-EFV,,,11/23/23 13:09
1353,ABC-3TC-EFV,,,11/23/23 13:09
1354,ABC-3TC-EFV,,,11/23/23 13:11
1355,ABC-3TC-EFV,,,11/23/23 13:11
1356,ABC-3TC-EFV,,,11/23/23 13:12
1357,ABC-3TC-DTG-DVR,Third Line,,11/24/23 8:18
1358,TDF-FTC-LPV/r,First Line,,11/24/23 14:09
1359,LPV-RTV-AZT-3TC,Second Line,,11/26/23 20:34
1360,LPV-RTV-AZT-3TC,Third Line,,11/26/23 20:38
1361,AZT-3TC-DRV/r-ETV,Third Line,,11/27/23 10:44
1362,ETR-DRV-RIT,Third Line,,11/28/23 11:01
1363,TDF-3TC-LPV/r-RTV/ETV,Third Line,,11/28/23 15:07
1364,AZT-3TC-DTG/NVP,First Line,,11/30/23 11:59
1365,AZT-3TC-NVP,,,11/30/23 14:44
1366,AZT/ -3TC-ATV/r,,,11/30/23 14:48
1367,AZT-3TC-NVP,,,12/1/23 7:27
1368,ABC-3TC-DTG/l,First Line,,12/1/23 9:04
1369,ABC-3TC-NVP,,,12/1/23 11:00
1370,ABC-3TC-LPV/r,,,12/1/23 11:06
1371,ABC-3TC-DRV/r,Second Line,,12/4/23 10:26
1372,AZT-3TC-DRV/RTV,Third Line,,12/4/23 11:11
1373,TDF-3TC-DTG-DRV/r,Second Line,,12/4/23 13:34
1374, AB/c-3TC-DTG,Second Line,,12/4/23 18:04
1375,AZT-4TC-NVP,First Line,,12/4/23 21:16
1376,ACC-3TC-DTG,First Line,,12/4/23 22:00
1377,ABC-3TC-DTG/ ,,,12/4/23 22:01
1378,AZT-3TC-NVP,,,12/5/23 6:55
1379,TDF/ -3TC-EFV,First Line,,12/5/23 8:40
1380,AZT-3TC-LOPv/r,Second Line,,12/5/23 8:43
1381,TDF-3TC-ATV/r,,,12/5/23 10:46
1382,TDF-3TC-LPV/r,,,12/5/23 10:47
1383,EFV-EFV-EFV,First Line,,12/5/23 11:59
1384,TDF-3TC-ATV/r-ETV,Second Line,,12/5/23 12:55
1385,TDF-3TC-ALUvi,Second Line,,12/6/23 6:02
1386,ABC-3TC-LPV/r,,,12/7/23 4:42
1387,DRV-RTV-DTG-DTG,Third Line,,12/7/23 8:17
1388,TDT-3TC-DRV-RTV/ETR,Third Line,,12/7/23 11:02
1389,TDF-3TC-RTV-ETR,Third Line,,12/7/23 11:09
1390,AZT-3TC-VVP,First Line,,12/7/23 13:38
1391,DRV/r-RAL-DTG,Third Line,,12/7/23 18:13
1392,DRV-RTV-DRG-TDF/3TC,Third Line,,12/8/23 15:17
1393,TDF-3TC-EFV,,,12/10/23 9:05
1394,TDF-3TC-NUP,First Line,,12/10/23 11:53
1395,TDF-3TC-EFV,,,12/12/23 9:43
1396,TDF-3TC-DTG,,,12/12/23 11:41
1397,AZT-3TC-NVP,,,12/12/23 11:57
1398,TDF-3TC-DTG,,,12/12/23 14:54
1399,ABC-3TC-EFV,,,12/13/23 3:35
1400,TDF-3TC-EFV,,,12/13/23 12:41
1401,TDF-3TC-ETR-DRV/r,Second Line,,12/13/23 13:43
1402,ATV-RTV-NIL-AZT/3TC,Second Line,,12/14/23 13:24
1403,DRV-RTV-AZT/3TC,Second Line,,12/15/23 6:48
1404,TDF-3TC-DRV/r-ETV,Second Line,,12/15/23 8:48
1405,NIL-RTV-LPV-ABC/3TC,First Line,,12/19/23 10:01
1406,TDF-3TC-TDG,Second Line,,12/19/23 10:44
1407,TDF-3TC-TDG,First Line,,12/19/23 11:42
1408,TDF-3TC-ATV/r-ETR,Second Line,,12/20/23 7:37
1409,ABC-3TC-DTG,,,12/21/23 7:15
1410,RLT-LPV-RTV,Second Line,,12/21/23 8:30
1411,TDF-3TC-LPV-RTV,,,12/21/23 8:31
1412,TDF-3TC-DRV-RTV,,,12/21/23 8:32
1413,TDF-3TC-LPV-RTV,,,12/21/23 8:33
1414,ABC-3TC-DRV-DTG/RTV,Third Line,,1/3/24 15:40
1415,AZT-3TC-LPV-RTV,,,1/8/24 8:36
1416,AZT-3TC-LVR/r,Second Line,,1/8/24 15:03
1417,DRV-RTV-DTG,,,1/8/24 17:29
1418,DRV-RTV-DTG,,,1/8/24 17:29
1419,TDF-3TC-EFV,,,1/11/24 7:01
1420,TDF-3TC-DTG,,,1/12/24 12:43
1421,DUO/v-NVP-PEL,First Line,,1/12/24 13:37
1422,TDF-3TC-DTG,,,1/12/24 14:17
1423,TDF-3TC-ATV/RIT,Second Line,,1/13/24 19:25
1424,TDF-DTG-3TC,First Line,,1/15/24 10:17
1425,ABC-3TC-LPV,,,1/15/24 13:59
1426,ETV-DTG-DRV-RTV,Third Line,,1/15/24 14:01
1427,AZT/ -3TC-RAL,Second Line,,1/15/24 16:05
1428,TAF-3TC-DTG,Second Line,,1/16/24 7:34
1429,TDF-3TC-EFV,,,1/16/24 7:37
1430,TDF-3TC-DTG,,,1/16/24 7:54
1431,TAF-3TC-LPV/r,Second Line,,1/16/24 10:28
1432,ABC-3TC-ETR-DRV/RTV,Third Line,,1/16/24 12:01
1433,AZT-3TC-ATV/r-DTG,Second Line,,1/16/24 12:17
1434,AZT-3TC-ATV/RTV,Third Line,,1/16/24 12:44
1435,TDF/ -3TC-DTG/ ,First Line,,1/16/24 21:17
1436,TDF-D4T-NVP,First Line,,1/17/24 6:42
1437,ABC-3TC-DRV-RTV/ETR,Third Line,,1/17/24 8:41
1438,LPV-RTV-NIL-AZT/3TC,First Line,,1/17/24 8:57
1439,TDF-3TC-DTG,,,1/17/24 9:06
1440,TDF-3TC-EFV/LPV,Second Line,,1/17/24 10:07
1441,DUT-3TC-NVP,First Line,,1/17/24 11:02
1442,...-...-DTG-TDF/3TC,Second Line,,1/17/24 11:45
1443,NON/e-NON-DTG-TDF/3TC,First Line,,1/17/24 12:02
1444,AZT-3TC-ATV/r,,,1/17/24 12:28
1445,NVP-...-...-D4T/3TC,First Line,,1/17/24 13:02
1446,DTG-...-...-TDF/3TC,Second Line,,1/17/24 13:05
1447,TLD-ETV-DRV-RTV,Third Line,,1/17/24 20:34
1448,AZT-3TC-LPV/r,,,1/18/24 7:45
1449,ETV-DRV-RTV,Second Line,,1/18/24 8:05
1450,AZT-3TC-DTG,,,1/18/24 8:23
1451,TDF-3TC-EFV,,,1/18/24 9:32
1452,ABC-3TC-DTG,,,1/18/24 11:26
1453,DVR-DTG-TRV,,,1/18/24 11:29
1454,TDF-3TC-EFV,,,1/18/24 12:31
1455,AZT-3TC-DTG,,,1/18/24 12:32
1456,OTHers-ABC-3TC-DTC/3TC,Second Line,,1/18/24 13:08
1457,OTHers-ABC-3TC-DTG,Second Line,,1/18/24 13:09
1458,TDF-3TC-DTG,,,1/19/24 4:42
1459,DRV-RTV-ETV-TDF/3TC,Second Line,,1/19/24 6:02
1460,AZT-3TC-ETV,First Line,,1/20/24 8:24
1461,TDF-3TC-ETV,First Line,,1/20/24 8:35
1462,OTHers-DTG-ABC-3TC/DTG,Second Line,,1/20/24 11:00
1463,ETV-DRV-RTV-TDF/3TC,Second Line,,1/21/24 11:08
1464,TNF-FTG-NVP,First Line,,1/22/24 7:07
1465,TDF-3TC-ATV/r-ETR,Third Line,,1/22/24 7:28
1466,AZT-3TC-DTG/ ,First Line,,1/22/24 8:50
1467,TDF-3TC-ATV/r,,,1/22/24 9:04
1468,NIL-NIL-DTG-AZT/3TC,First Line,,1/22/24 13:13
1469,TDF-3TC-DTG,,,1/22/24 13:30
1470,OTHers-TDF-3TC-DTG,Second Line,,1/22/24 15:49
1471,RAL-ETR-DRV-RTV,Third Line,,1/23/24 4:57
1472,AZT-3TC-DRV-RTV/DTG,Third Line,,1/23/24 5:11
1473,TDF-3TC-DTG-RTV,First Line,,1/23/24 5:27
1474,J.Azt-3TC-NVP,First Line,,1/23/24 7:31
1475,TDF/ -3TC-ATV/r,First Line,,1/23/24 9:10
1476,ABC-3TV-EFV,First Line,,1/23/24 10:32
1477,ABC-3TV-DTG,First Line,,1/23/24 13:15
1478,AZT/f-3TC-DTG,Second Line,,1/24/24 10:35
1479,NIL-NIL-DTG-ABC/3TC,First Line,,1/24/24 13:40
1480,AZT-3TC-NVP,,,1/25/24 11:31
1481,ABC-3TC-DTG,,,1/25/24 13:15
1482,ABC+3TC+DRV/r,Second Line,,1/25/24 15:18
1483,DVR-DTG-TRV,Third Line,,1/29/24 8:11
1484,AZT-3TC-ATVir,Second Line,,1/29/24 8:33
1485,TDF-3TC-DTC,Second Line,,1/29/24 9:34
1486,DRV/]-RTV-DTG,Third Line,,1/29/24 10:15
1487,TDF-3TC-DTG,,,1/29/24 11:17
1488,TDF-3TC-DTG,,,1/29/24 12:52
1489,TDF-3TC-DTG,,,1/30/24 9:15
1490,AZT-3TC-EFV,,,1/30/24 10:27
1491,TDF-3TC-EFV,,,1/30/24 10:34
1492,AZT-3TC-NVP,,,1/31/24 11:28
1493,DRV-RTV-NIL-TDF/3CT,Third Line,,2/1/24 8:30
1494,AZT-3TC-NVP,,,2/1/24 9:28
1495,TDF-3TC-DTG,,,2/1/24 9:51
1496,ABC-3TC-LPV/RAL,First Line,,2/1/24 10:49
1497,TDF-3TC-EFV,,,2/1/24 12:22
1498,TDF-3TC-DRV-RTV/RTV,Third Line,,2/1/24 15:07
1499,AZT-3CT-NVP,,,2/2/24 10:33
1500,TDF-3TC-ATV,,,2/2/24 10:35
1501,TDF-3TC-DTG,,,2/2/24 10:36
1502,AZT-3TC-NVP,,,2/2/24 10:46
1503,BC-3TC-EFV,First Line,,2/2/24 11:25
1504,AZT-3TC-LPV-RTV,Third Line,,2/2/24 14:08
1505,NIL-NIL-ATV/r-TDF/3TC,Second Line,,2/5/24 9:54
1506,TDF-3TC-ATV/RTV,First Line,,2/5/24 10:03
1507,TDT-3TC-EFV,First Line,,2/5/24 11:23
1508,AZT-3TC-NVP,,,2/7/24 6:31
1509,D4T-3TC-NVP,,,2/8/24 9:28
1510,TDF-3TC-DTG,,,2/8/24 9:41
1511,AZT-3TC-NVP,,,2/8/24 12:57
1512,TDF/-3TC-DRV/r,Third Line,,2/8/24 13:13
1513, AB/c-3TC-NVP,First Line,,2/9/24 7:41
1514,TDF-3TC-DRV-RTV/ETV,Second Line,,2/9/24 22:50
1515,TLD-3TC-DTG,,,2/13/24 10:09
1516,TLD-3TC-EFV,First Line,,2/13/24 10:10
1517,ABC-3TC-LPV/r,,,2/13/24 10:39
1518,DTG-DTG-TDF/3TC,First Line,,2/13/24 11:18
1519,ABC/ -3TC-DTG/ ,First Line,,2/13/24 13:03
1520,TDF-3TC-DRV/RIT,Third Line,,2/13/24 13:54
1521,AZT-3TC-NVP,,,2/14/24 6:35
1522,TDF-3TC-NVP,,,2/14/24 6:56
1523,AZT-3TC-NVP,,,2/14/24 10:20
1524,AZT-3TC-NVP,,,2/14/24 10:20
1525,TDF-3TC-DTG,,,2/14/24 10:21
1526,TDF-3TC-ATZ-RIT,Second Line,,2/14/24 11:35
1527,DRV-RTV-ETR-TDF/3TC,Second Line,,2/14/24 12:42
1528,DRV-RTV-TDF-3TC,Second Line,,2/14/24 13:19
1529,AZT-3TC-DTG,,,2/16/24 5:20
1530,AZT-3TC-NVP,,,2/16/24 7:42
1531,AZT-3TC-NVP,,,2/16/24 7:42
1532,AZT-3TC-NVP,,,2/16/24 7:42
1533,TDF-3TC-ETV-ATV/r,Third Line,,2/16/24 10:42
1534,AZT-3TC-LPV/r,,,2/16/24 13:46
1535,AZT-3TC-ATV/r,,,2/16/24 14:03
1536,AZT-3TC-DTG,,,2/17/24 8:47
1537,ZDV-3TC-NVP,First Line,,2/19/24 5:23
1538,AZT-3TC-ATV/r,,,2/20/24 10:09
1539,AZT-3TC-LPV/r,,,2/20/24 10:33
1540,TDF-3TC-DRV/r-ETR,Second Line,,2/21/24 7:23
1541,DRV-RTV-ETV,Second Line,,2/21/24 8:09
1542,TDF-3TC-DTG-ETR/i,Third Line,,2/22/24 11:57
1543,DTG-3TC-LPV-RTV,Second Line,,2/23/24 6:19
1544,TDF-3TC-DTG/DRV,Third Line,,2/23/24 13:27
1545,TDF-3TC-DTG,,,2/23/24 20:28
1546,D4T-3TC-ABC,First Line,,2/26/24 10:25
1547,TDF-3TC-EFZ,First Line,,2/26/24 12:40
1548,TDF-3TC-LPV/r,,,2/26/24 13:51
1549,ABC-3TC-LPV/r,,,2/26/24 13:55
1550,DTG-3TC-LPV-RTV,Third Line,,2/27/24 8:23
1551,TDF-3TC-LPV-RTV,,,2/27/24 8:31
1552,TDF-3TC-ATV-RTV,,,2/27/24 8:32
1553,TDF-3TC-LPV-RTV,,,2/27/24 8:38
1554,TDF-3TC-DRV/r-LEN,Third Line,,2/27/24 10:51
1555,DRV-RTV-ETR-LENac/3TC,Third Line,,2/27/24 10:55
1556,DRV-ETV-RTV-DTG,Third Line,,2/27/24 11:07
1557,DRV- RT/v-DTG-ETV/3TC,Third Line,,2/27/24 11:12
1558,DRV- RT/v-DTG-ETV,Third Line,,2/27/24 11:12
1559,TDF-3TC-DTG,,,2/28/24 11:03
1560,TDF-3TC-DTG,,,2/28/24 13:38
1561,ABC-3TC-LPV/ ,Second Line,,2/29/24 6:18
1562,TDF-3TC-DTG/ETR,Third Line,,2/29/24 6:22
1563,CBV-CBV-ATV/r,Second Line,,2/29/24 6:49
1564,TDF/-3TC-LPV/r,Second Line,,2/29/24 7:20
1565,AZT-3TC-ATV-RTV,First Line,,2/29/24 8:47
1566,TDF-EFT-ATV/r,Third Line,,2/29/24 12:16
1567,ABC-3TC-3TC/EFV,First Line,,3/1/24 11:15
1568,TDF-3TC-DTG,,,3/3/24 23:13
1569,ABC-3TC-LRV/r,First Line,,3/5/24 8:14
1570,TDF-3TC-NVP,,,3/5/24 9:57
1571,TDF-3TC-EFV,,,3/6/24 4:21
1572,AZT-3TC-ATV/r,,,3/6/24 7:15
1573,NIL-NIL-DTG-ABC,First Line,,3/6/24 9:45
1574,AZT/ -3TC-DRV/r,Third Line,,3/6/24 10:45
1575,NIL-NIL-NVP-D4T/3TC,First Line,,3/6/24 10:59
1576,ABC-3TC-EFV,,,3/6/24 11:05
1577,ABC-3TC-LPV/r,,,3/6/24 11:07
1578,TDF-3TC-DTG,,,3/6/24 11:08
1579,ABC-3TC-DTG-DTG,Second Line,,3/7/24 7:16
1580,TDF-3TC-DVR/r,Second Line,,3/7/24 8:33
1581,TDF-3TC-DTG,,,3/7/24 13:40
1582,DRV-RTV-DTG,,,3/11/24 9:49
1583,AZT/-3TC-NVP,Second Line,,3/11/24 10:30
1584,AZT-3TC-NVP,,,3/12/24 7:49
1585,ABC-3TC-LPV/r,,,3/12/24 8:18
1586,ABC-3TC-DTG,,,3/12/24 8:23
1587,ABC-3TC-DTG,,,3/12/24 9:52
1588,DRV-RTV-AZT/3TC,Third Line,,3/12/24 11:05
1589,ABC-3TC-LPV/r,,,3/12/24 12:28
1590,TDF-3TC-LPV/r,,,3/12/24 17:44
1591,TDF-3TC-DTG/ -DRV/RTV,Second Line,,3/13/24 21:54
1592,TLD-3TC-DTG-DRV/RTV,Third Line,,3/14/24 18:56
1593,TDF-3TC-DRV-r,Second Line,,3/15/24 12:02
1594,TDF-3TC-EFV,,,3/17/24 12:10
1595,TDF-3TC-ETV-DRV,Third Line,,3/18/24 10:08
1596,AZT-3TC-EFV,,,3/18/24 12:37
1597,TDF-3TC-DTG,,,3/19/24 4:39
1598,AZT-3TC-DTG,,,3/19/24 4:42
1599,TDF-3TC-DTG,,,3/19/24 9:11
1600,TDF-3TC-DTG-DRV,Second Line,,3/19/24 11:28
1601,TDF-DTG-DTG-TDF/3TC,First Line,,3/19/24 12:49
1602,ATV/r-3TC-TDF/3TC,Second Line,,3/19/24 13:42
1603,AZT-NVP-3TC,First Line,,3/20/24 11:28
1604,TDF-3TC-ATV-RIT,Second Line,,3/21/24 13:09
1605,TDF-3TC-LPV-RIT,Second Line,,3/21/24 13:15
1606,TDF-3TC-DRV-RIT,Third Line,,3/21/24 13:17
1607,TDF-ETR-ATV/r,Third Line,,3/22/24 9:39
1608,TDF-3TC-LPV/r,,,3/22/24 11:07
1609,TDF-3TC-DRV-DRV/ETV,Third Line,,3/24/24 16:21
1610,TDF-3TC-EFV,,,3/25/24 9:32
1611,TDF-3TC-EFV,,,3/25/24 9:32
1612,ABC-3TC-LPV/r,,,3/25/24 13:33
1613,ABC-3TC-LPV/r,,,3/25/24 13:33
1614,ABC-3TC-LPV/r,,,3/25/24 13:33
1615,TDF/ -3TC-ALV/r,First Line,,3/26/24 8:21
1616,ABC-3TC-LPV/r,,,3/26/24 8:40
1617,ABC-3TC-DTG,,,3/26/24 8:42
1618,TDF/ -3TC-NVP,First Line,,3/26/24 9:15
1619,TDF-3TC-DRV/r/ETV,Third Line,,3/26/24 18:05
1620,AZT-3TC-DTG,,,3/27/24 10:11
1621,ABC-3TC-ATZ,Second Line,,4/4/24 5:27
1622,TDF-3TC-DTG,,,4/5/24 9:26
1623,DTG-DVR-RTV,Third Line,,4/5/24 9:52
1624,   -   -TDF-3TC/DTG,Second Line,,4/8/24 5:56
1625,TDF-3TC-DTG,,,4/8/24 11:59
1626,TDF-3TC-DTG,,,4/8/24 11:59
1627,TDF-3TC-DTG,,,4/8/24 11:59
1628,TDF-3TC-DTG,,,4/8/24 12:00
1629,DTG-3TC-TDF,First Line,,4/9/24 9:31
1630,TDF-3TC-DTG,,,4/9/24 12:14
1631,ABC-3TC-DTG,,,4/9/24 12:39
1632,   / -   -TDF-3TC/DTG,Second Line,,4/10/24 18:41
1633,TLD-DRV-RTV-DTG,Third Line,,4/11/24 6:49
1634,4F/-5O/-1O/,First Line,,4/11/24 9:38
1635,AZT/-3TC-LPV/r,,,4/11/24 9:43
1636,DRV/r-DTG-3TC-TDF,Third Line,,4/11/24 10:22
1637,ABC-3TC-EFV,,,4/11/24 10:24
1638,AZT-3TC-ATR/r,Second Line,,4/11/24 11:09
1639,TDF-3TC-DTG,,,4/11/24 13:13
1640,ABC-3TC-DTG,,,4/11/24 19:07
1641,TDF-3TC-EFV,,,4/12/24 3:35
1642,ABC-3TC-EFZ,First Line,,4/16/24 8:01
1643,ABC-3TC-DRV/r-ETR,Third Line,,4/16/24 12:47
1644,ABC-3TC-EFV,,,4/16/24 13:15
1645,ABC-3TC-DTG,,,4/16/24 13:17
1646,TDF-3TC-DTG,,,4/16/24 13:18
1647,TDF-3TC-EFV,,,4/17/24 11:12
1648,NIL-NIL-NVP-TDF/3TC,First Line,,4/17/24 12:10
1649,TDF-3TC-ATV-RTV/ETR,Third Line,,4/17/24 13:32
1650,AZT-3TC-EFZ,Second Line,,4/18/24 9:01
1651,ABC-3TC-EFZ,Second Line,,4/18/24 9:01